Stations,AC,ACO,AH,AHP,AHPR,AHZ,AKM,ALM,ALMB,ALMM,ALMO,ALMP,AMA,AMF,AMFGA,AMFS,AMFVA,AML,AMPO,AMR,AMRI,AMRN,ANA,APD,APDA,APDO,APG,APN,ARN,ASA,ASB,ASD,ASDL,ASDM,ASDWPL,ASDZ,ASHD,ASN,ASS,ASSP,ATN,AWH,AWHVG,BD,BDE,BDG,BDM,BDPB,BET,BF,BGN,BH,BHV,BK,BKF,BKG,BKL,BKLA,BL,BLL,BLOA,BMN,BMR,BN,BNC,BNK,BNN,BNV,BNVA,BNZ,BOT,BP,BR,BRD,BRDA,BRDVA,BRGND,BRGRO,BRN,BRNA,BRPPD,BSK,BSMZ,BTL,BV,BVHC,BZL,CAS,CK,CL,CO,CPS,CRAO,CRAW,CVM,DA,DB,DDM,DDN,DDR,DDZD,DEI,DGRW,DID,DL,DLD,DLN,DMN,DMNZ,DN,DR,DRH,DRON,DRP,DT,DTC,DTCP,DV,DVC,DVD,DVGE,DVN,DVNK,DZ,EC,ED,EDC,EGHM,EHB,EHV,EKZ,EML,EMN,EMNZ,ERP,ES,ESK,EST,FN,GBG,GD,GDG,GDM,GDR,GERP,GK,GLN,GN,GNN,GO,GP,GPDA,GR,GS,GV,GVC,GVM,GVMW,GW,GZ,HAD,HBTH,HD,HDB,HDE,HDG,HDL,HDR,HDRZ,HFD,HGL,HGLO,HGV,HGZ,HIL,HK,HKS,HLG,HLGH,HLM,HLMS,HLO,HM,HMBV,HMLA,HMLBA,HN,HNK,HNO,HNP,HON,HOR,HR,HRL,HRLW,HRN,HRT,HSAL,HT,HTDA,HTN,HTNC,HTO,HVL,HVS,HVSM,HVSP,HWD,HWZB,HZE,IJT,KBD,KBK,KFH,KFHAN,KFHAZ,KLP,KMA,KMR,KPN,KRD,KRG,KTR,KV,KW,KZ,LAA,LC,LDL,LDM,LEDN,LEK,LG,LLS,LP,LTN,LTV,LUT,LW,MAS,MBTWAN,MBTWAZ,MDA,MDB,MDK,MDO,MDSA,MES,MG,MMLH,MP,MRB,MRN,MT,MTH,MTN,MVT,MZ,NA,NDB,NH,NKK,NM,NMD,NMH,NML,NS,NSCH,NVD,NVP,NWK,O,OBD,ODB,ODS,ODZ,OMN,OST,OT,OTB,OVN,OW,OZBM,PMO,PMR,PMW,PS,PT,RAI,RAT,RB,RD,RH,RHEINE,RHN,RL,RLB,RM,RS,RSD,RSN,RSW,RTA,RTB,RTD,RTN,RTNG,RTNGO,RTNGW,RTST,RTZ,RV,RVS,RWHV,SALZBERGEN,SBG,SBK,SD,SDA,SDM,SDN,SDT,SGN,SHL,SK,SLOE,SLOHST,SM,SN,SPA,SPM,SPTN,SPTZ,SRN,SSH,ST,STD,STM,STO,STV,STZ,SWD,SWK,TB,TBG,TBGE,TBI,TBR,TBU,TG,TL,TPSW,TWL,UST,UT,UTG,UTLN,UTLR,UTM,UTO,UTOA,UTT,UTVR,UTZA,UTZL,VB,VD,VDM,VG,VGA,VH,VK,VL,VLB,VNDC,VNDW,VP,VRY,VS,VSPA,VSS,VST,VSV,VTBR,VTN,VWD,WAD,WC,WD,WDN,WF,WGMO,WGMW,WH,WK,WL,WM,WP,WS,WSM,WT,WTV,WV,WW,WZ,ZA,ZB,ZBM,ZD,ZH,ZL,ZLSH,ZLW,ZP,ZST,ZTM,ZTMO,ZV,ZVB,ZVT,ZWD,ZZS
STV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TB,94,79,0,0,0,0,0,0,0,0,0,0,68,91,69,0,68,168,0,0,170,0,0,131,95,134,297,0,0,0,99,109,0,105,93,0,98,0,113,106,0,95,95,21,0,0,0,0,0,0,0,165,79,0,0,0,82,68,0,131,62,0,0,163,0,0,0,76,76,0,65,0,0,60,51,51,35,32,94,73,39,0,93,0,138,107,0,0,0,52,0,82,77,78,0,0,0,87,0,0,0,0,91,0,0,82,0,108,103,0,0,136,0,0,0,0,0,129,133,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,95,98,44,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,11,0,165,0,0,0,0,24,0,0,0,158,160,0,0,0,0,0,0,0,128,127,0,0,0,61,62,0,0,0,0,148,0,0,0,0,0,0,177,22,21,62,61,0,97,88,89,0,0,120,0,0,0,0,45,48,48,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,37,35,58,0,0,57,86,0,0,0,0,0,0,0,0,0,85,0,0,94,0,0,0,0,0,0,0,0,0,0,86,0,0,0,92,169,0,0,10,0,0,0,29,0,0,0,60,0,0,0,0,0,0,180,0,0,64,0,0,0,155,0,81,70,71,76,58,58,58,66,67,0,0,58,177,177,0,0,0,0,67,0,0,0,0,0,0,0,0,108,0,135,133,0,0,0,0,0,81,0,0,0,0,0,0,2,3,5,1,0,0,0,134,0,70,0,66,0,0,73,61,0,69,57,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,85,0,0,0,83,0,0,0,0,86,163,0,87,89,0,0,0,0,103,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBGE,80,79,0,0,0,0,0,0,0,0,0,0,68,69,69,0,68,140,0,0,140,0,0,95,96,97,231,0,0,0,84,91,0,89,93,0,82,0,93,88,0,94,94,20,0,0,0,0,0,0,0,166,64,0,0,0,68,67,0,98,62,0,0,142,0,0,0,76,76,0,64,0,0,48,49,49,34,31,73,73,38,0,78,0,105,106,0,0,0,44,0,54,76,78,0,0,0,86,0,0,0,0,91,0,0,65,0,87,86,0,0,102,0,0,0,0,0,108,110,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,56,55,38,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,10,0,166,0,0,0,0,24,0,0,0,142,144,0,0,0,0,0,0,0,96,95,0,0,0,61,62,0,0,0,0,123,0,0,0,0,0,0,178,21,22,53,51,0,72,74,75,0,0,94,0,0,0,0,44,46,46,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,37,35,57,0,0,56,85,0,0,0,0,0,0,0,0,0,84,0,0,80,0,0,0,0,0,0,0,0,0,0,54,0,0,0,91,153,0,0,0,0,0,0,30,0,0,0,59,0,0,0,0,0,0,181,0,0,51,0,0,0,130,0,56,56,57,58,57,56,57,52,54,0,0,56,178,178,0,0,0,0,67,0,0,0,0,0,0,0,0,109,0,101,100,0,0,0,0,0,82,0,0,0,0,2,0,0,70,5,1,0,0,0,104,0,59,0,56,0,0,61,61,0,57,57,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,84,0,0,0,83,0,0,0,0,59,137,0,87,89,0,0,0,0,83,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBI,119,118,0,0,0,0,0,0,0,0,0,0,92,92,93,0,92,109,0,0,108,0,0,85,85,86,216,0,0,0,123,131,0,128,133,0,121,0,134,127,0,135,135,90,0,0,0,0,0,0,0,122,96,0,0,0,109,109,0,145,97,0,0,106,0,0,0,86,86,0,131,0,0,114,115,115,96,84,100,99,102,0,110,0,150,151,0,0,0,80,0,116,108,110,0,0,0,123,0,0,0,0,130,0,0,96,0,125,124,0,0,148,0,0,0,0,0,90,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,113,111,73,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,80,0,122,0,0,0,0,65,0,0,0,104,105,0,0,0,0,0,0,0,143,141,0,0,0,106,106,0,0,0,0,96,0,0,0,0,0,0,132,60,60,90,88,0,90,106,107,0,0,138,0,0,0,0,110,112,112,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,72,72,115,0,0,115,122,0,0,0,0,0,0,0,0,0,152,0,0,112,0,0,0,0,0,0,0,0,0,0,115,0,0,0,130,113,0,0,0,0,0,0,68,0,0,0,126,0,0,0,0,0,0,132,0,0,116,0,0,0,101,0,118,121,122,122,120,119,121,117,119,0,0,122,132,132,0,0,0,0,94,0,0,0,0,0,0,0,0,90,0,147,146,0,0,0,0,0,86,0,0,0,0,3,0,70,0,75,71,0,0,0,88,0,97,0,94,0,0,98,98,0,96,94,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,124,0,0,0,119,0,0,0,0,107,108,0,124,127,0,0,0,0,119,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBR,99,77,0,0,0,0,0,0,0,0,0,0,68,96,69,0,68,173,0,0,175,0,0,136,98,139,302,0,0,0,104,114,0,110,91,0,103,0,118,111,0,93,93,16,0,0,0,0,0,0,0,169,84,0,0,0,87,66,0,136,62,0,0,168,0,0,0,78,77,0,59,0,0,55,45,45,31,30,99,73,34,0,98,0,143,104,0,0,0,57,0,77,76,78,0,0,0,85,0,0,0,0,89,0,0,87,0,113,108,0,0,141,0,0,0,0,0,134,138,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,90,93,49,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,6,0,169,0,0,0,0,26,0,0,0,163,165,0,0,0,0,0,0,0,133,132,0,0,0,59,60,0,0,0,0,153,0,0,0,0,0,0,182,27,25,67,66,0,102,93,94,0,0,125,0,0,0,0,39,42,42,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,38,36,54,0,0,53,84,0,0,0,0,0,0,0,0,0,79,0,0,99,0,0,0,0,0,0,0,0,0,0,81,0,0,0,89,174,0,0,0,0,0,0,31,0,0,0,55,0,0,0,0,0,0,185,0,0,59,0,0,0,160,0,76,65,66,71,53,52,53,61,62,0,0,52,182,182,0,0,0,0,67,0,0,0,0,0,0,0,0,112,0,140,138,0,0,0,0,0,83,0,0,0,0,5,0,5,75,0,4,0,0,0,139,0,75,0,71,0,0,78,60,0,74,56,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,83,0,0,0,82,0,0,0,0,91,168,0,85,87,0,0,0,0,108,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBU,95,78,0,0,0,0,0,0,0,0,0,0,68,92,69,0,68,169,0,0,171,0,0,132,96,135,298,0,0,0,100,110,0,106,92,0,99,0,114,107,0,94,94,20,0,0,0,0,0,0,0,166,80,0,0,0,83,67,0,132,62,0,0,164,0,0,0,76,76,0,63,0,0,59,49,49,34,31,95,73,38,0,94,0,139,106,0,0,0,53,0,81,76,78,0,0,0,86,0,0,0,0,91,0,0,83,0,109,104,0,0,137,0,0,0,0,0,130,134,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,94,97,45,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,10,0,166,0,0,0,0,25,0,0,0,159,161,0,0,0,0,0,0,0,129,128,0,0,0,60,61,0,0,0,0,149,0,0,0,0,0,0,179,23,23,63,62,0,98,89,90,0,0,121,0,0,0,0,43,46,46,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,37,35,56,0,0,56,85,0,0,0,0,0,0,0,0,0,83,0,0,95,0,0,0,0,0,0,0,0,0,0,85,0,0,0,91,170,0,0,0,0,0,0,30,0,0,0,58,0,0,0,0,0,0,181,0,0,63,0,0,0,156,0,80,69,70,75,56,56,57,65,66,0,0,56,179,179,0,0,0,0,67,0,0,0,0,0,0,0,0,110,0,136,134,0,0,0,0,0,82,0,0,0,0,1,0,1,71,4,0,0,0,0,135,0,71,0,67,0,0,74,61,0,70,57,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,84,0,0,0,83,0,0,0,0,87,164,0,86,88,0,0,0,0,104,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWL,98,76,0,0,0,0,0,0,0,0,0,0,52,53,52,0,52,44,0,0,46,0,0,10,9,7,176,0,0,0,95,98,0,94,85,0,96,0,102,93,0,87,87,155,0,0,0,0,0,0,0,72,65,0,0,0,86,76,0,120,65,0,0,53,0,0,0,35,36,0,129,0,0,141,114,114,98,86,62,55,104,0,74,0,127,103,0,0,0,92,0,119,63,64,0,0,0,77,0,0,0,0,82,0,0,62,0,91,91,0,0,125,0,0,0,0,0,5,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,106,103,100,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,145,0,72,0,0,0,0,80,0,0,0,58,60,0,0,0,0,0,0,0,117,116,0,0,0,80,79,0,0,0,0,24,0,0,0,0,0,0,86,112,81,82,83,0,59,69,70,0,0,109,0,0,0,0,113,114,114,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,70,71,101,0,0,102,75,0,0,0,0,0,0,0,0,0,146,0,0,75,0,0,0,0,0,0,0,0,0,0,115,0,0,0,82,69,0,0,0,0,0,0,75,0,0,0,124,0,0,0,0,0,0,91,0,0,137,0,0,0,31,0,120,131,130,125,113,112,114,135,134,0,0,120,86,86,0,0,0,0,56,0,0,0,0,0,0,0,0,7,0,124,122,0,0,0,0,0,28,0,0,0,0,134,0,104,88,139,135,0,0,0,0,0,74,0,78,0,0,71,68,0,75,68,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,79,0,0,0,72,0,0,0,0,90,39,0,77,80,0,0,0,0,84,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
